day;region;team;elo
88;LPL;FunPlus Phoenix;2810.4
88;LPL;LGD Gaming;2634.2
88;LPL;LNG Esports;2698.2
88;LPL;eStar;2814.6
88;LPL;Rogue Warriors;2632.6
88;LPL;Oh My God;2738.0
88;LPL;JD Gaming;2698.4
88;LPL;Vici Gaming;2666.9
88;LPL;Bilibili Gaming;2650.8
88;LPL;Dominus Esports;2626.4
88;LPL;Victory Five;2542.5
88;LPL;EDward Gaming;2727.7
88;LPL;Suning;2688.1
88;LPL;Top Esports;2731.6
88;LPL;Team WE;2712.5
88;LPL;Royal Never Give Up;2725.1
89;LPL;Invictus Gaming;2802.0
89;LPL;FunPlus Phoenix;2810.4
89;LPL;LGD Gaming;2634.2
89;LPL;LNG Esports;2698.2
89;LPL;eStar;2827.2
89;LPL;Rogue Warriors;2632.6
89;LPL;Oh My God;2712.5
89;LPL;JD Gaming;2698.4
89;LPL;Vici Gaming;2666.9
89;LPL;Bilibili Gaming;2650.8
89;LPL;Dominus Esports;2613.8
89;LPL;Victory Five;2542.5
89;LPL;EDward Gaming;2708.8
89;LPL;Suning;2688.1
89;LPL;Top Esports;2757.1
89;LPL;Team WE;2712.5
89;LPL;Royal Never Give Up;2744.0
90;LPL;Invictus Gaming;2802.0
90;LPL;FunPlus Phoenix;2819.2
90;LPL;LGD Gaming;2634.2
90;LPL;LNG Esports;2677.8
90;LPL;eStar;2827.2
90;LPL;Rogue Warriors;2632.6
90;LPL;Oh My God;2712.5
90;LPL;JD Gaming;2716.6
90;LPL;Vici Gaming;2687.3
90;LPL;Bilibili Gaming;2650.8
90;LPL;Dominus Esports;2613.8
90;LPL;Victory Five;2533.7
90;LPL;EDward Gaming;2708.8
90;LPL;Suning;2669.9
90;LPL;Top Esports;2757.1
90;LPL;Team WE;2712.5
90;LPL;Royal Never Give Up;2744.0
91;LPL;Invictus Gaming;2820.7
91;LPL;FunPlus Phoenix;2819.2
91;LPL;LGD Gaming;2619.4
91;LPL;LNG Esports;2677.8
91;LPL;eStar;2827.2
91;LPL;Rogue Warriors;2632.6
91;LPL;Oh My God;2693.8
91;LPL;JD Gaming;2716.6
91;LPL;Vici Gaming;2687.3
91;LPL;Bilibili Gaming;2650.8
91;LPL;Dominus Esports;2613.8
91;LPL;Victory Five;2533.7
91;LPL;EDward Gaming;2723.6
91;LPL;Suning;2669.9
91;LPL;Top Esports;2757.1
91;LPL;Team WE;2712.5
91;LPL;Royal Never Give Up;2744.0
92;LPL;Invictus Gaming;2820.7
92;LPL;FunPlus Phoenix;2819.2
92;LPL;LGD Gaming;2619.4
92;LPL;LNG Esports;2648.2
92;LPL;eStar;2801.3
92;LPL;Rogue Warriors;2632.6
92;LPL;Oh My God;2693.8
92;LPL;JD Gaming;2716.6
92;LPL;Vici Gaming;2713.2
92;LPL;Bilibili Gaming;2650.8
92;LPL;Dominus Esports;2643.4
92;LPL;Victory Five;2522.2
92;LPL;EDward Gaming;2723.6
92;LPL;Suning;2669.9
92;LPL;Top Esports;2757.1
92;LPL;Team WE;2712.5
92;LPL;Royal Never Give Up;2755.5
93;LPL;Invictus Gaming;2820.7
93;LPL;FunPlus Phoenix;2819.2
93;LPL;LGD Gaming;2643.1
93;LPL;LNG Esports;2648.2
93;LPL;eStar;2801.3
93;LPL;Rogue Warriors;2658.9
93;LPL;Oh My God;2693.8
93;LPL;JD Gaming;2716.6
93;LPL;Vici Gaming;2713.2
93;LPL;Bilibili Gaming;2624.5
93;LPL;Dominus Esports;2643.4
93;LPL;Victory Five;2522.2
93;LPL;EDward Gaming;2723.6
93;LPL;Suning;2655.8
93;LPL;Top Esports;2771.2
93;LPL;Team WE;2688.8
93;LPL;Royal Never Give Up;2755.5
94;LPL;Invictus Gaming;2828.3
94;LPL;FunPlus Phoenix;2819.2
94;LPL;LGD Gaming;2643.1
94;LPL;LNG Esports;2648.2
94;LPL;eStar;2773.0
94;LPL;Rogue Warriors;2658.9
94;LPL;Oh My God;2693.8
94;LPL;JD Gaming;2716.6
94;LPL;Vici Gaming;2713.2
94;LPL;Bilibili Gaming;2624.5
94;LPL;Dominus Esports;2624.1
94;LPL;Victory Five;2514.6
94;LPL;EDward Gaming;2742.9
94;LPL;Suning;2655.8
94;LPL;Top Esports;2771.2
94;LPL;Team WE;2688.8
94;LPL;Royal Never Give Up;2783.8
95;LPL;Invictus Gaming;2828.3
95;LPL;FunPlus Phoenix;2819.2
95;LPL;LGD Gaming;2643.1
95;LPL;LNG Esports;2648.2
95;LPL;eStar;2773.0
95;LPL;Rogue Warriors;2658.9
95;LPL;Oh My God;2693.8
95;LPL;JD Gaming;2716.6
95;LPL;Vici Gaming;2713.2
95;LPL;Bilibili Gaming;2624.5
95;LPL;Dominus Esports;2624.1
95;LPL;Victory Five;2514.6
95;LPL;EDward Gaming;2742.9
95;LPL;Suning;2655.8
95;LPL;Top Esports;2771.2
95;LPL;Team WE;2688.8
95;LPL;Royal Never Give Up;2783.8
96;LPL;Invictus Gaming;2844.7
96;LPL;FunPlus Phoenix;2819.2
96;LPL;LGD Gaming;2643.1
96;LPL;LNG Esports;2628.1
96;LPL;eStar;2773.0
96;LPL;Rogue Warriors;2658.9
96;LPL;Oh My God;2693.8
96;LPL;JD Gaming;2736.7
96;LPL;Vici Gaming;2713.2
96;LPL;Bilibili Gaming;2611.9
96;LPL;Dominus Esports;2624.1
96;LPL;Victory Five;2514.6
96;LPL;EDward Gaming;2755.5
96;LPL;Suning;2655.8
96;LPL;Top Esports;2771.2
96;LPL;Team WE;2688.8
96;LPL;Royal Never Give Up;2767.4
97;LPL;Invictus Gaming;2844.7
97;LPL;FunPlus Phoenix;2819.2
97;LPL;LGD Gaming;2643.1
97;LPL;LNG Esports;2628.1
97;LPL;eStar;2773.0
97;LPL;Rogue Warriors;2646.0
97;LPL;Oh My God;2713.6
97;LPL;JD Gaming;2736.7
97;LPL;Vici Gaming;2693.4
97;LPL;Bilibili Gaming;2611.9
97;LPL;Dominus Esports;2624.1
97;LPL;Victory Five;2499.2
97;LPL;EDward Gaming;2755.5
97;LPL;Suning;2671.2
97;LPL;Top Esports;2784.1
97;LPL;Team WE;2688.8
97;LPL;Royal Never Give Up;2767.4
98;LPL;Invictus Gaming;2844.7
98;LPL;FunPlus Phoenix;2831.7
98;LPL;LGD Gaming;2643.1
98;LPL;LNG Esports;2615.6
98;LPL;eStar;2745.4
98;LPL;Rogue Warriors;2646.0
98;LPL;Oh My God;2713.6
98;LPL;JD Gaming;2764.3
98;LPL;Vici Gaming;2693.4
98;LPL;Bilibili Gaming;2631.3
98;LPL;Dominus Esports;2604.7
98;LPL;Victory Five;2499.2
98;LPL;EDward Gaming;2755.5
98;LPL;Suning;2671.2
98;LPL;Top Esports;2784.1
98;LPL;Team WE;2688.8
98;LPL;Royal Never Give Up;2767.4
99;LPL;Invictus Gaming;2844.7
99;LPL;FunPlus Phoenix;2831.7
99;LPL;LGD Gaming;2643.1
99;LPL;LNG Esports;2615.6
99;LPL;eStar;2745.4
99;LPL;Rogue Warriors;2667.3
99;LPL;Oh My God;2735.6
99;LPL;JD Gaming;2764.3
99;LPL;Vici Gaming;2672.1
99;LPL;Bilibili Gaming;2631.3
99;LPL;Dominus Esports;2604.7
99;LPL;Victory Five;2499.2
99;LPL;EDward Gaming;2755.5
99;LPL;Suning;2649.2
99;LPL;Top Esports;2760.3
99;LPL;Team WE;2712.6
99;LPL;Royal Never Give Up;2767.4
100;LPL;Invictus Gaming;2814.0
100;LPL;FunPlus Phoenix;2831.7
100;LPL;LGD Gaming;2676.7
100;LPL;LNG Esports;2600.2
100;LPL;eStar;2745.4
100;LPL;Rogue Warriors;2667.3
100;LPL;Oh My God;2735.6
100;LPL;JD Gaming;2795.0
100;LPL;Vici Gaming;2672.1
100;LPL;Bilibili Gaming;2631.3
100;LPL;Dominus Esports;2604.7
100;LPL;Victory Five;2499.2
100;LPL;EDward Gaming;2770.9
100;LPL;Suning;2649.2
100;LPL;Top Esports;2760.3
100;LPL;Team WE;2712.6
100;LPL;Royal Never Give Up;2733.8
101;LPL;Invictus Gaming;2814.0
101;LPL;FunPlus Phoenix;2804.9
101;LPL;LGD Gaming;2676.7
101;LPL;LNG Esports;2600.2
101;LPL;eStar;2745.4
101;LPL;Rogue Warriors;2667.3
101;LPL;Oh My God;2735.6
101;LPL;JD Gaming;2795.0
101;LPL;Vici Gaming;2698.9
101;LPL;Bilibili Gaming;2665.2
101;LPL;Dominus Esports;2622.3
101;LPL;Victory Five;2481.6
101;LPL;EDward Gaming;2770.9
101;LPL;Suning;2649.2
101;LPL;Top Esports;2726.4
101;LPL;Team WE;2712.6
101;LPL;Royal Never Give Up;2733.8
102;LPL;Invictus Gaming;2814.0
102;LPL;FunPlus Phoenix;2804.9
102;LPL;LGD Gaming;2705.9
102;LPL;LNG Esports;2600.2
102;LPL;eStar;2768.0
102;LPL;Rogue Warriors;2689.6
102;LPL;Oh My God;2706.4
102;LPL;JD Gaming;2795.0
102;LPL;Vici Gaming;2698.9
102;LPL;Bilibili Gaming;2665.2
102;LPL;Dominus Esports;2622.3
102;LPL;Victory Five;2481.6
102;LPL;EDward Gaming;2770.9
102;LPL;Suning;2649.2
102;LPL;Top Esports;2726.4
102;LPL;Team WE;2690.0
102;LPL;Royal Never Give Up;2711.5
103;LPL;Invictus Gaming;2825.2
103;LPL;FunPlus Phoenix;2821.8
103;LPL;LGD Gaming;2705.9
103;LPL;LNG Esports;2600.2
103;LPL;eStar;2768.0
103;LPL;Rogue Warriors;2689.6
103;LPL;Oh My God;2706.4
103;LPL;JD Gaming;2795.0
103;LPL;Vici Gaming;2698.9
103;LPL;Bilibili Gaming;2654.0
103;LPL;Dominus Esports;2642.5
103;LPL;Victory Five;2481.6
103;LPL;EDward Gaming;2754.0
103;LPL;Suning;2629.0
103;LPL;Top Esports;2726.4
103;LPL;Team WE;2690.0
103;LPL;Royal Never Give Up;2711.5
104;LPL;Invictus Gaming;2825.2
104;LPL;FunPlus Phoenix;2821.8
104;LPL;LGD Gaming;2705.9
104;LPL;LNG Esports;2582.9
104;LPL;eStar;2788.6
104;LPL;Rogue Warriors;2689.6
104;LPL;Oh My God;2685.8
104;LPL;JD Gaming;2795.0
104;LPL;Vici Gaming;2698.9
104;LPL;Bilibili Gaming;2654.0
104;LPL;Dominus Esports;2642.5
104;LPL;Victory Five;2471.8
104;LPL;EDward Gaming;2754.0
104;LPL;Suning;2629.0
104;LPL;Top Esports;2736.2
104;LPL;Team WE;2690.0
104;LPL;Royal Never Give Up;2728.8
105;LPL;Invictus Gaming;2825.2
105;LPL;FunPlus Phoenix;2821.8
105;LPL;LGD Gaming;2677.2
105;LPL;LNG Esports;2582.9
105;LPL;eStar;2788.6
105;LPL;Rogue Warriors;2672.0
105;LPL;Oh My God;2685.8
105;LPL;JD Gaming;2812.6
105;LPL;Vici Gaming;2676.4
105;LPL;Bilibili Gaming;2682.7
105;LPL;Dominus Esports;2642.5
105;LPL;Victory Five;2471.8
105;LPL;EDward Gaming;2754.0
105;LPL;Suning;2651.5
105;LPL;Top Esports;2736.2
105;LPL;Team WE;2690.0
105;LPL;Royal Never Give Up;2728.8
106;LPL;Invictus Gaming;2837.0
106;LPL;FunPlus Phoenix;2821.8
106;LPL;LGD Gaming;2677.2
106;LPL;LNG Esports;2582.9
106;LPL;eStar;2788.6
106;LPL;Rogue Warriors;2672.0
106;LPL;Oh My God;2665.6
106;LPL;JD Gaming;2812.6
106;LPL;Vici Gaming;2676.4
106;LPL;Bilibili Gaming;2682.7
106;LPL;Dominus Esports;2673.6
106;LPL;Victory Five;2471.8
106;LPL;EDward Gaming;2774.2
106;LPL;Suning;2651.5
106;LPL;Top Esports;2736.2
106;LPL;Team WE;2678.2
106;LPL;Royal Never Give Up;2697.7
107;LPL;Invictus Gaming;2837.0
107;LPL;FunPlus Phoenix;2837.0
107;LPL;LGD Gaming;2662.0
107;LPL;LNG Esports;2582.9
107;LPL;eStar;2759.9
107;LPL;Rogue Warriors;2672.0
107;LPL;Oh My God;2665.6
107;LPL;JD Gaming;2812.6
107;LPL;Vici Gaming;2676.4
107;LPL;Bilibili Gaming;2694.1
107;LPL;Dominus Esports;2673.6
107;LPL;Victory Five;2460.4
107;LPL;EDward Gaming;2774.2
107;LPL;Suning;2651.5
107;LPL;Top Esports;2764.9
107;LPL;Team WE;2678.2
107;LPL;Royal Never Give Up;2697.7
108;LPL;Invictus Gaming;2857.5
108;LPL;FunPlus Phoenix;2837.0
108;LPL;LGD Gaming;2662.0
108;LPL;LNG Esports;2606.7
108;LPL;eStar;2759.9
108;LPL;Rogue Warriors;2672.0
108;LPL;Oh My God;2665.6
108;LPL;JD Gaming;2828.1
108;LPL;Vici Gaming;2676.4
108;LPL;Bilibili Gaming;2694.1
108;LPL;Dominus Esports;2658.1
108;LPL;Victory Five;2460.4
108;LPL;EDward Gaming;2753.7
108;LPL;Suning;2651.5
108;LPL;Top Esports;2764.9
108;LPL;Team WE;2654.4
108;LPL;Royal Never Give Up;2697.7
109;LPL;Invictus Gaming;2857.5
109;LPL;FunPlus Phoenix;2847.5
109;LPL;LGD Gaming;2662.0
109;LPL;LNG Esports;2606.7
109;LPL;eStar;2759.9
109;LPL;Rogue Warriors;2661.5
109;LPL;Oh My God;2665.6
109;LPL;JD Gaming;2828.1
109;LPL;Vici Gaming;2687.6
109;LPL;Bilibili Gaming;2694.1
109;LPL;Dominus Esports;2658.1
109;LPL;Victory Five;2449.2
109;LPL;EDward Gaming;2753.7
109;LPL;Suning;2672.7
109;LPL;Top Esports;2764.9
109;LPL;Team WE;2654.4
109;LPL;Royal Never Give Up;2676.5
110;LPL;Invictus Gaming;2864.7
110;LPL;FunPlus Phoenix;2847.5
110;LPL;LGD Gaming;2648.1
110;LPL;LNG Esports;2599.5
110;LPL;eStar;2759.9
110;LPL;Rogue Warriors;2661.5
110;LPL;Oh My God;2665.6
110;LPL;JD Gaming;2842.0
110;LPL;Vici Gaming;2687.6
110;LPL;Bilibili Gaming;2694.1
110;LPL;Dominus Esports;2658.1
110;LPL;Victory Five;2449.2
110;LPL;EDward Gaming;2729.7
110;LPL;Suning;2672.7
110;LPL;Top Esports;2764.9
110;LPL;Team WE;2678.4
110;LPL;Royal Never Give Up;2676.5
111;LPL;Invictus Gaming;2864.7
111;LPL;FunPlus Phoenix;2816.7
111;LPL;LGD Gaming;2630.1
111;LPL;LNG Esports;2599.5
111;LPL;eStar;2759.9
111;LPL;Rogue Warriors;2679.5
111;LPL;Oh My God;2647.5
111;LPL;JD Gaming;2842.0
111;LPL;Vici Gaming;2687.6
111;LPL;Bilibili Gaming;2694.1
111;LPL;Dominus Esports;2658.1
111;LPL;Victory Five;2449.2
111;LPL;EDward Gaming;2729.7
111;LPL;Suning;2672.7
111;LPL;Top Esports;2795.7
111;LPL;Team WE;2696.5
111;LPL;Royal Never Give Up;2676.5
112;LPL;Invictus Gaming;2864.7
112;LPL;FunPlus Phoenix;2816.7
112;LPL;LGD Gaming;2630.1
112;LPL;LNG Esports;2599.5
112;LPL;eStar;2759.9
112;LPL;Rogue Warriors;2679.5
112;LPL;Oh My God;2647.5
112;LPL;JD Gaming;2842.0
112;LPL;Vici Gaming;2687.6
112;LPL;Bilibili Gaming;2694.1
112;LPL;Dominus Esports;2658.1
112;LPL;Victory Five;2449.2
112;LPL;EDward Gaming;2729.7
112;LPL;Suning;2672.7
112;LPL;Top Esports;2795.7
112;LPL;Team WE;2696.5
112;LPL;Royal Never Give Up;2676.5
113;LPL;Invictus Gaming;2864.7
113;LPL;FunPlus Phoenix;2816.7
113;LPL;LGD Gaming;2630.1
113;LPL;LNG Esports;2599.5
113;LPL;eStar;2712.7
113;LPL;Rogue Warriors;2679.5
113;LPL;Oh My God;2647.5
113;LPL;JD Gaming;2842.0
113;LPL;Vici Gaming;2687.6
113;LPL;Bilibili Gaming;2694.1
113;LPL;Dominus Esports;2658.1
113;LPL;Victory Five;2449.2
113;LPL;EDward Gaming;2729.7
113;LPL;Suning;2672.7
113;LPL;Top Esports;2795.7
113;LPL;Team WE;2743.7
113;LPL;Royal Never Give Up;2676.5
114;LPL;Invictus Gaming;2864.7
114;LPL;FunPlus Phoenix;2816.7
114;LPL;LGD Gaming;2630.1
114;LPL;LNG Esports;2599.5
114;LPL;eStar;2712.7
114;LPL;Rogue Warriors;2679.5
114;LPL;Oh My God;2647.5
114;LPL;JD Gaming;2842.0
114;LPL;Vici Gaming;2687.6
114;LPL;Bilibili Gaming;2694.1
114;LPL;Dominus Esports;2658.1
114;LPL;Victory Five;2449.2
114;LPL;EDward Gaming;2763.6
114;LPL;Suning;2672.7
114;LPL;Top Esports;2795.7
114;LPL;Team WE;2743.7
114;LPL;Royal Never Give Up;2642.6
115;LPL;Invictus Gaming;2864.7
115;LPL;FunPlus Phoenix;2816.7
115;LPL;LGD Gaming;2630.1
115;LPL;LNG Esports;2599.5
115;LPL;eStar;2712.7
115;LPL;Rogue Warriors;2679.5
115;LPL;Oh My God;2647.5
115;LPL;JD Gaming;2842.0
115;LPL;Vici Gaming;2687.6
115;LPL;Bilibili Gaming;2694.1
115;LPL;Dominus Esports;2658.1
115;LPL;Victory Five;2449.2
115;LPL;EDward Gaming;2763.6
115;LPL;Suning;2672.7
115;LPL;Top Esports;2829.8
115;LPL;Team WE;2709.6
115;LPL;Royal Never Give Up;2642.6
116;LPL;Invictus Gaming;2864.7
116;LPL;FunPlus Phoenix;2850.6
116;LPL;LGD Gaming;2630.1
116;LPL;LNG Esports;2599.5
116;LPL;eStar;2712.7
116;LPL;Rogue Warriors;2679.5
116;LPL;Oh My God;2647.5
116;LPL;JD Gaming;2842.0
116;LPL;Vici Gaming;2687.6
116;LPL;Bilibili Gaming;2694.1
116;LPL;Dominus Esports;2658.1
116;LPL;Victory Five;2449.2
116;LPL;EDward Gaming;2729.7
116;LPL;Suning;2672.7
116;LPL;Top Esports;2829.8
116;LPL;Team WE;2709.6
116;LPL;Royal Never Give Up;2642.6
117;LPL;Invictus Gaming;2820.7
117;LPL;FunPlus Phoenix;2850.6
117;LPL;LGD Gaming;2630.1
117;LPL;LNG Esports;2599.5
117;LPL;eStar;2712.7
117;LPL;Rogue Warriors;2679.5
117;LPL;Oh My God;2647.5
117;LPL;JD Gaming;2842.0
117;LPL;Vici Gaming;2687.6
117;LPL;Bilibili Gaming;2694.1
117;LPL;Dominus Esports;2658.1
117;LPL;Victory Five;2449.2
117;LPL;EDward Gaming;2729.7
117;LPL;Suning;2672.7
117;LPL;Top Esports;2873.8
117;LPL;Team WE;2709.6
117;LPL;Royal Never Give Up;2642.6
118;LPL;Invictus Gaming;2820.7
118;LPL;FunPlus Phoenix;2789.1
118;LPL;LGD Gaming;2630.1
118;LPL;LNG Esports;2599.5
118;LPL;eStar;2712.7
118;LPL;Rogue Warriors;2679.5
118;LPL;Oh My God;2647.5
118;LPL;JD Gaming;2903.5
118;LPL;Vici Gaming;2687.6
118;LPL;Bilibili Gaming;2694.1
118;LPL;Dominus Esports;2658.1
118;LPL;Victory Five;2449.2
118;LPL;EDward Gaming;2729.7
118;LPL;Suning;2672.7
118;LPL;Top Esports;2873.8
118;LPL;Team WE;2709.6
118;LPL;Royal Never Give Up;2642.6
119;LPL;Invictus Gaming;2820.7
119;LPL;FunPlus Phoenix;2789.1
119;LPL;LGD Gaming;2630.1
119;LPL;LNG Esports;2599.5
119;LPL;eStar;2712.7
119;LPL;Rogue Warriors;2679.5
119;LPL;Oh My God;2647.5
119;LPL;JD Gaming;2903.5
119;LPL;Vici Gaming;2687.6
119;LPL;Bilibili Gaming;2694.1
119;LPL;Dominus Esports;2658.1
119;LPL;Victory Five;2449.2
119;LPL;EDward Gaming;2729.7
119;LPL;Suning;2672.7
119;LPL;Top Esports;2873.8
119;LPL;Team WE;2709.6
119;LPL;Royal Never Give Up;2642.6
120;LPL;Invictus Gaming;2755.3
120;LPL;FunPlus Phoenix;2854.5
120;LPL;LGD Gaming;2630.1
120;LPL;LNG Esports;2599.5
120;LPL;eStar;2712.7
120;LPL;Rogue Warriors;2679.5
120;LPL;Oh My God;2647.5
120;LPL;JD Gaming;2903.5
120;LPL;Vici Gaming;2687.6
120;LPL;Bilibili Gaming;2694.1
120;LPL;Dominus Esports;2658.1
120;LPL;Victory Five;2449.2
120;LPL;EDward Gaming;2729.7
120;LPL;Suning;2672.7
120;LPL;Top Esports;2873.8
120;LPL;Team WE;2709.6
120;LPL;Royal Never Give Up;2642.6
121;LPL;Invictus Gaming;2755.3
121;LPL;FunPlus Phoenix;2854.5
121;LPL;LGD Gaming;2630.1
121;LPL;LNG Esports;2599.5
121;LPL;eStar;2712.7
121;LPL;Rogue Warriors;2679.5
121;LPL;Oh My God;2647.5
121;LPL;JD Gaming;2903.5
121;LPL;Vici Gaming;2687.6
121;LPL;Bilibili Gaming;2694.1
121;LPL;Dominus Esports;2658.1
121;LPL;Victory Five;2449.2
121;LPL;EDward Gaming;2729.7
121;LPL;Suning;2672.7
121;LPL;Top Esports;2873.8
121;LPL;Team WE;2709.6
121;LPL;Royal Never Give Up;2642.6
122;LPL;Invictus Gaming;2755.3
122;LPL;FunPlus Phoenix;2854.5
122;LPL;LGD Gaming;2630.1
122;LPL;LNG Esports;2599.5
122;LPL;eStar;2712.7
122;LPL;Rogue Warriors;2679.5
122;LPL;Oh My God;2647.5
122;LPL;JD Gaming;2903.5
122;LPL;Vici Gaming;2687.6
122;LPL;Bilibili Gaming;2694.1
122;LPL;Dominus Esports;2658.1
122;LPL;Victory Five;2449.2
122;LPL;EDward Gaming;2729.7
122;LPL;Suning;2672.7
122;LPL;Top Esports;2873.8
122;LPL;Team WE;2709.6
122;LPL;Royal Never Give Up;2642.6
123;LPL;Invictus Gaming;2755.3
123;LPL;FunPlus Phoenix;2854.5
123;LPL;LGD Gaming;2630.1
123;LPL;LNG Esports;2599.5
123;LPL;eStar;2712.7
123;LPL;Rogue Warriors;2679.5
123;LPL;Oh My God;2647.5
123;LPL;JD Gaming;2930.9
123;LPL;Vici Gaming;2687.6
123;LPL;Bilibili Gaming;2694.1
123;LPL;Dominus Esports;2658.1
123;LPL;Victory Five;2449.2
123;LPL;EDward Gaming;2729.7
123;LPL;Suning;2672.7
123;LPL;Top Esports;2846.4
123;LPL;Team WE;2709.6
123;LPL;Royal Never Give Up;2642.6
124;LPL;Invictus Gaming;2755.3
124;LPL;FunPlus Phoenix;2854.5
124;LPL;LGD Gaming;2630.1
124;LPL;LNG Esports;2599.5
124;LPL;eStar;2712.7
124;LPL;Rogue Warriors;2679.5
124;LPL;Oh My God;2647.5
124;LPL;JD Gaming;2930.9
124;LPL;Vici Gaming;2687.6
124;LPL;Bilibili Gaming;2694.1
124;LPL;Dominus Esports;2658.1
124;LPL;Victory Five;2449.2
124;LPL;EDward Gaming;2729.7
124;LPL;Suning;2672.7
124;LPL;Top Esports;2846.4
124;LPL;Team WE;2709.6
124;LPL;Royal Never Give Up;2642.6
125;LPL;Invictus Gaming;2755.3
125;LPL;FunPlus Phoenix;2854.5
125;LPL;LGD Gaming;2630.1
125;LPL;LNG Esports;2599.5
125;LPL;eStar;2712.7
125;LPL;Rogue Warriors;2679.5
125;LPL;Oh My God;2647.5
125;LPL;JD Gaming;2930.9
125;LPL;Vici Gaming;2687.6
125;LPL;Bilibili Gaming;2694.1
125;LPL;Dominus Esports;2658.1
125;LPL;Victory Five;2449.2
125;LPL;EDward Gaming;2729.7
125;LPL;Suning;2672.7
125;LPL;Top Esports;2846.4
125;LPL;Team WE;2709.6
125;LPL;Royal Never Give Up;2642.6
126;LPL;Invictus Gaming;2755.3
126;LPL;FunPlus Phoenix;2854.5
126;LPL;LGD Gaming;2630.1
126;LPL;LNG Esports;2599.5
126;LPL;eStar;2712.7
126;LPL;Rogue Warriors;2679.5
126;LPL;Oh My God;2647.5
126;LPL;JD Gaming;2930.9
126;LPL;Vici Gaming;2687.6
126;LPL;Bilibili Gaming;2694.1
126;LPL;Dominus Esports;2658.1
126;LPL;Victory Five;2449.2
126;LPL;EDward Gaming;2729.7
126;LPL;Suning;2672.7
126;LPL;Top Esports;2846.4
126;LPL;Team WE;2709.6
126;LPL;Royal Never Give Up;2642.6
127;LPL;Invictus Gaming;2755.3
127;LPL;FunPlus Phoenix;2854.5
127;LPL;LGD Gaming;2630.1
127;LPL;LNG Esports;2599.5
127;LPL;eStar;2712.7
127;LPL;Rogue Warriors;2679.5
127;LPL;Oh My God;2647.5
127;LPL;JD Gaming;2930.9
127;LPL;Vici Gaming;2687.6
127;LPL;Bilibili Gaming;2694.1
127;LPL;Dominus Esports;2658.1
127;LPL;Victory Five;2449.2
127;LPL;EDward Gaming;2729.7
127;LPL;Suning;2672.7
127;LPL;Top Esports;2846.4
127;LPL;Team WE;2709.6
127;LPL;Royal Never Give Up;2642.6
128;LPL;Invictus Gaming;2755.3
128;LPL;FunPlus Phoenix;2854.5
128;LPL;LGD Gaming;2630.1
128;LPL;LNG Esports;2599.5
128;LPL;eStar;2712.7
128;LPL;Rogue Warriors;2679.5
128;LPL;Oh My God;2647.5
128;LPL;JD Gaming;2930.9
128;LPL;Vici Gaming;2687.6
128;LPL;Bilibili Gaming;2694.1
128;LPL;Dominus Esports;2658.1
128;LPL;Victory Five;2449.2
128;LPL;EDward Gaming;2729.7
128;LPL;Suning;2672.7
128;LPL;Top Esports;2846.4
128;LPL;Team WE;2709.6
128;LPL;Royal Never Give Up;2642.6
129;LPL;Invictus Gaming;2755.3
129;LPL;FunPlus Phoenix;2854.5
129;LPL;LGD Gaming;2630.1
129;LPL;LNG Esports;2599.5
129;LPL;eStar;2712.7
129;LPL;Rogue Warriors;2679.5
129;LPL;Oh My God;2647.5
129;LPL;JD Gaming;2930.9
129;LPL;Vici Gaming;2687.6
129;LPL;Bilibili Gaming;2694.1
129;LPL;Dominus Esports;2658.1
129;LPL;Victory Five;2449.2
129;LPL;EDward Gaming;2729.7
129;LPL;Suning;2672.7
129;LPL;Top Esports;2846.4
129;LPL;Team WE;2709.6
129;LPL;Royal Never Give Up;2642.6
130;LPL;Invictus Gaming;2755.3
130;LPL;FunPlus Phoenix;2854.5
130;LPL;LGD Gaming;2630.1
130;LPL;LNG Esports;2599.5
130;LPL;eStar;2712.7
130;LPL;Rogue Warriors;2679.5
130;LPL;Oh My God;2647.5
130;LPL;JD Gaming;2930.9
130;LPL;Vici Gaming;2687.6
130;LPL;Bilibili Gaming;2694.1
130;LPL;Dominus Esports;2658.1
130;LPL;Victory Five;2449.2
130;LPL;EDward Gaming;2729.7
130;LPL;Suning;2672.7
130;LPL;Top Esports;2846.4
130;LPL;Team WE;2709.6
130;LPL;Royal Never Give Up;2642.6
131;LPL;Invictus Gaming;2755.3
131;LPL;FunPlus Phoenix;2854.5
131;LPL;LGD Gaming;2630.1
131;LPL;LNG Esports;2599.5
131;LPL;eStar;2712.7
131;LPL;Rogue Warriors;2679.5
131;LPL;Oh My God;2647.5
131;LPL;JD Gaming;2930.9
131;LPL;Vici Gaming;2687.6
131;LPL;Bilibili Gaming;2694.1
131;LPL;Dominus Esports;2658.1
131;LPL;Victory Five;2449.2
131;LPL;EDward Gaming;2729.7
131;LPL;Suning;2672.7
131;LPL;Top Esports;2846.4
131;LPL;Team WE;2709.6
131;LPL;Royal Never Give Up;2642.6
132;LPL;Invictus Gaming;2755.3
132;LPL;FunPlus Phoenix;2854.5
132;LPL;LGD Gaming;2630.1
132;LPL;LNG Esports;2599.5
132;LPL;eStar;2712.7
132;LPL;Rogue Warriors;2679.5
132;LPL;Oh My God;2647.5
132;LPL;JD Gaming;2930.9
132;LPL;Vici Gaming;2687.6
132;LPL;Bilibili Gaming;2694.1
132;LPL;Dominus Esports;2658.1
132;LPL;Victory Five;2449.2
